algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
improved_astar,1,12.20079285608123,2,0.12620000052265823,13,20,0.3,26,26
dijkstra,1,9.82842712474619,2,0.327600006130524,100,20,0.3,27,27
astar,1,9.82842712474619,4,0.08110000635497272,18,20,0.3,27,27
weighted_astar,1,9.82842712474619,3,0.047599998652003706,10,20,0.3,27,27
jps_like,1,9.82842712474619,3,0.3026000049430877,18,20,0.3,27,27
improved_astar,1,9.219544457292887,0,0.08420000085607171,5,20,0.3,27,27
dijkstra,1,16.242640687119287,3,0.705099999322556,210,20,0.3,28,28
astar,1,16.242640687119287,5,0.17780000052880496,40,20,0.3,28,28
weighted_astar,1,16.242640687119287,5,0.09479999425821006,19,20,0.3,28,28
jps_like,1,16.242640687119284,3,0.29460000223480165,30,20,0.3,28,28
improved_astar,1,15.123105625617661,2,0.13470000703819096,12,20,0.3,28,28
dijkstra,1,2.8284271247461903,0,0.05830000736750662,14,20,0.3,29,29
astar,1,2.8284271247461903,0,0.01510001311544329,3,20,0.3,29,29
weighted_astar,1,2.8284271247461903,0,0.012599994079209864,3,20,0.3,29,29
jps_like,1,2.8284271247461903,0,0.02469999890308827,2,20,0.3,29,29
improved_astar,1,2.8284271247461903,0,0.016600009985268116,2,20,0.3,29,29
dijkstra,1,1.0,0,0.009499999578110874,2,20,0.7,0,0
astar,1,1.0,0,0.005599998985417187,2,20,0.7,0,0
weighted_astar,1,1.0,0,0.003500012098811567,2,20,0.7,0,0
jps_like,1,1.0,0,0.005599998985417187,2,20,0.7,0,0
improved_astar,1,1.0,0,0.0049000082071870565,2,20,0.7,0,0
dijkstra,1,29.213203435596434,13,0.27289999707136303,94,20,0.7,1,1
astar,1,29.213203435596434,13,0.5098999972688034,89,20,0.7,1,1
weighted_astar,1,29.213203435596434,13,0.2720000047702342,89,20,0.7,1,1
jps_like,1,29.21320343559643,14,0.41319998854305595,89,20,0.7,1,1
improved_astar,1,23.741114189575445,11,0.42379999649710953,90,20,0.7,1,1
dijkstra,1,1.4142135623730951,0,0.01819999306462705,5,20,0.7,2,2
astar,1,1.4142135623730951,0,0.008400005754083395,2,20,0.7,2,2
weighted_astar,1,1.4142135623730951,0,0.006400005077011883,2,20,0.7,2,2
jps_like,1,1.4142135623730951,0,0.010100004146806896,2,20,0.7,2,2
improved_astar,1,1.4142135623730951,0,0.009900002623908222,2,20,0.7,2,2
dijkstra,1,1.4142135623730951,0,0.012800010154023767,3,20,0.7,3,3
astar,1,1.4142135623730951,0,0.007299997378140688,2,20,0.7,3,3
weighted_astar,1,1.4142135623730951,0,0.005900001269765198,2,20,0.7,3,3
jps_like,1,1.4142135623730951,0,0.009700001101009548,2,20,0.7,3,3
improved_astar,1,1.4142135623730951,0,0.0092999980552122,2,20,0.7,3,3
dijkstra,1,4.82842712474619,2,0.02479999966453761,8,20,0.7,4,4
astar,1,4.82842712474619,2,0.016999998479150236,5,20,0.7,4,4
